household_id,household_size,income_level,property_type,dwelling_area_sqm,has_garden,num_bathrooms,has_dishwasher,has_washing_machine,occupants_children,water_price_per_m3,temperature_c,daily_consumption_liters
8397,6,high,apartment,112.5,0,1,1,1,3,1.44,26.5,409.5
8398,4,middle,apartment,142.9,0,2,1,1,0,2.12,32.8,346.1
8399,3,high,apartment,154.6,1,1,1,1,1,2.48,20.6,369.9
8400,2,low,apartment,57.0,0,3,1,1,3,1.6,16.6,329.8
8401,2,high,apartment,86.7,0,3,1,1,0,0.63,17.8,283.7
8402,6,low,apartment,75.7,1,3,1,1,0,1.31,23.0,453.7
8403,2,middle,house,86.9,0,3,1,1,1,1.77,14.2,288.9
8404,2,middle,apartment,123.6,1,3,0,1,1,2.18,14.3,313.9
8405,5,high,apartment,160.4,1,1,0,1,2,1.62,38.1,443.3
8406,3,middle,house,72.5,0,1,1,1,1,1.86,15.6,267.7
8407,2,low,apartment,30.0,0,1,1,1,3,1.31,28.6,286.3
8408,6,high,apartment,79.3,0,3,0,1,3,0.78,27.5,441.3
8409,2,high,apartment,100.9,0,2,1,0,3,1.28,11.9,287.1
8410,5,high,house,124.6,1,3,1,1,1,0.85,36.3,485.9
8411,3,high,house,80.8,0,2,1,1,3,2.09,42.2,382.4
8412,2,low,apartment,99.1,0,3,1,1,3,1.19,19.6,332.3
8413,3,middle,apartment,89.2,0,2,1,1,3,1.46,10.3,316.2
8414,4,low,house,134.7,0,3,1,1,3,1.05,10.2,375.1
8415,5,middle,house,85.6,0,1,0,1,3,2.22,32.3,357.5
8416,1,middle,house,148.8,1,3,1,1,0,1.99,15.8,327.5
8417,5,middle,house,53.5,1,3,0,1,3,1.48,30.5,478.7
8418,5,low,house,102.4,0,3,1,1,3,1.42,23.8,396.3
8419,5,middle,apartment,116.4,1,3,0,0,1,1.26,26.1,443.6
8420,4,middle,apartment,49.2,1,1,1,1,2,1.71,17.3,367.8
8421,4,high,house,158.1,0,2,1,1,3,0.85,22.8,391.9
8422,4,high,apartment,164.9,0,1,0,1,3,1.95,16.4,343.0
8423,2,low,house,77.1,1,1,1,1,0,1.11,17.6,311.4
8424,4,low,apartment,171.7,1,3,0,1,1,2.35,26.9,423.6
8425,2,high,house,110.0,1,2,0,1,1,0.63,32.1,334.0
8426,4,middle,apartment,95.8,0,3,0,1,3,2.3,17.7,356.9
8427,2,high,house,118.3,0,3,1,0,0,2.3,31.3,291.5
8428,2,middle,house,70.9,0,2,1,1,1,1.11,24.9,284.7
8429,4,high,apartment,173.9,0,2,0,1,2,0.76,26.1,378.2
8430,5,middle,house,41.8,0,1,0,1,2,0.8,24.2,366.6
8431,3,middle,apartment,121.5,0,2,1,1,0,2.34,22.2,307.4
8432,6,low,apartment,67.2,0,2,0,1,2,0.83,22.7,430.5
8433,6,high,apartment,94.3,1,1,0,1,2,2.48,22.3,470.1
8434,3,middle,house,102.0,0,2,0,1,1,1.65,15.1,259.4
8435,1,high,apartment,106.1,1,2,1,1,1,1.47,29.8,318.4
8436,2,high,house,62.2,0,3,1,1,2,1.53,18.7,298.6
8437,3,middle,house,103.1,0,1,1,1,1,2.46,25.5,285.4
8438,2,middle,house,39.9,0,3,1,1,1,0.89,34.0,334.6
8439,3,middle,apartment,123.4,0,3,0,1,2,2.22,20.9,360.7
8440,4,high,apartment,111.7,1,2,1,1,3,1.1,21.4,422.9
8441,1,high,house,126.4,0,3,1,1,0,2.11,18.3,244.2
8442,5,middle,house,129.4,1,2,1,1,1,1.0,29.5,440.3
8443,1,high,house,87.5,1,3,0,1,0,0.84,34.1,305.0
8444,5,high,apartment,117.4,1,2,1,1,1,0.62,24.5,467.1
8445,4,middle,apartment,156.5,0,3,1,1,2,0.67,16.9,373.6
8446,1,middle,apartment,37.4,0,2,1,1,3,1.47,12.4,252.9
8447,6,middle,house,42.6,0,2,1,0,1,1.18,22.7,393.4
8448,4,high,apartment,127.8,1,1,1,1,3,2.06,29.3,392.1
8449,3,low,apartment,118.2,1,2,1,1,2,1.97,23.0,390.8
8450,5,low,house,120.1,0,2,0,1,0,1.55,26.1,375.8
8451,1,middle,apartment,77.7,0,1,1,1,0,1.15,22.7,213.3
8452,2,high,apartment,153.8,0,2,1,1,0,1.83,0.6,186.3
8453,5,low,house,87.9,0,1,1,1,0,2.18,19.7,338.8
8454,6,middle,apartment,58.3,0,1,1,1,0,2.0,15.7,357.0
8455,6,middle,house,62.7,0,3,1,1,3,1.52,28.7,443.0
8456,6,high,apartment,34.7,1,1,0,1,1,1.51,25.3,401.9
8457,5,middle,apartment,66.9,0,1,1,0,1,2.14,24.4,318.1
8458,4,middle,house,91.2,0,3,1,0,1,1.14,27.5,377.8
8459,6,middle,apartment,87.7,0,3,1,1,2,1.11,25.6,501.7
8460,6,low,house,112.6,0,2,1,1,3,2.49,23.0,464.2
8461,3,high,apartment,172.5,1,2,1,1,0,0.72,24.9,367.3
8462,1,high,house,139.5,0,3,1,1,0,1.5,25.6,306.2
8463,5,low,apartment,63.6,1,1,1,1,3,2.03,17.9,412.6
8464,5,low,house,94.3,0,2,1,1,3,0.65,24.4,445.3
8465,2,middle,apartment,108.4,1,3,0,0,2,0.87,13.0,326.0
8466,5,high,house,103.5,0,3,0,1,2,1.66,32.4,382.0
8467,4,low,apartment,50.9,0,3,1,1,0,1.14,26.5,351.0
8468,1,low,apartment,94.5,0,3,1,1,1,1.77,31.0,294.2
8469,4,middle,apartment,94.1,0,3,1,0,1,1.11,26.2,370.0
8470,4,middle,apartment,87.1,1,2,0,1,3,1.49,13.7,401.6
8471,6,low,house,60.3,1,1,1,1,0,1.77,17.9,411.9
8472,4,low,apartment,59.2,0,3,1,1,1,1.36,35.4,392.4
8473,5,low,house,79.4,0,2,1,1,0,1.74,39.3,409.8
8474,3,middle,house,112.4,0,3,1,0,0,2.36,30.5,321.8
8475,3,middle,house,89.1,0,1,1,1,0,0.74,25.3,282.8
8476,5,low,apartment,94.3,1,3,0,1,0,0.69,25.5,431.7
8477,3,middle,house,119.0,0,3,1,1,2,0.96,25.5,361.7
8478,6,middle,house,94.9,1,3,1,1,3,1.39,22.0,510.7
8479,3,high,apartment,113.4,1,2,1,0,1,0.54,11.8,345.7
8480,6,middle,house,30.0,0,2,1,0,2,0.67,24.4,387.4
8481,2,middle,apartment,50.1,0,2,0,0,2,2.19,21.3,231.2
8482,3,low,house,30.0,0,2,1,1,2,1.32,11.5,276.8
8483,1,low,house,130.0,0,2,0,1,0,2.33,21.5,214.4
8484,6,middle,house,67.4,0,3,1,0,0,1.74,21.8,417.2
8485,4,low,apartment,116.0,0,1,0,1,2,1.07,30.0,340.8
8486,1,middle,apartment,63.5,0,3,1,0,3,2.44,38.4,305.7
8487,6,middle,house,103.5,0,3,1,0,0,2.49,16.4,378.5
8488,4,middle,house,85.4,1,3,1,1,1,1.78,29.0,443.7
8489,2,high,house,121.2,0,2,0,1,2,0.5,11.7,286.2
8490,2,middle,house,92.9,1,3,1,1,2,0.93,25.5,387.1
8491,2,low,house,49.3,0,3,1,1,1,1.29,28.0,328.6
8492,4,middle,apartment,98.5,0,1,1,0,3,0.67,15.1,322.9
8493,5,middle,apartment,30.0,0,1,0,1,0,2.41,29.3,334.0
8494,3,middle,apartment,102.3,0,3,0,1,1,2.14,27.0,313.7
8495,6,middle,house,74.6,0,1,1,1,2,2.36,9.9,347.5
8496,4,low,house,198.9,0,3,1,1,0,1.48,22.5,359.4
8497,6,middle,apartment,129.7,0,3,0,1,3,1.11,26.2,453.1
8498,5,low,apartment,113.2,1,1,1,1,1,1.92,24.4,441.0
8499,2,middle,house,98.8,0,2,0,1,3,0.99,22.4,289.3
8500,3,high,apartment,119.4,1,3,1,1,0,0.6,16.2,354.3
8501,3,high,apartment,113.9,0,1,0,1,0,2.01,23.0,304.5
8502,3,middle,apartment,75.8,1,3,1,1,2,1.3,19.1,391.8
8503,5,high,apartment,41.3,1,2,1,1,3,1.18,18.4,449.6
8504,1,middle,house,109.6,0,1,1,1,1,2.16,16.5,222.8
8505,3,middle,house,143.3,1,2,1,1,1,2.25,30.7,381.8
8506,1,middle,apartment,185.2,0,1,1,1,3,0.92,16.0,234.3
8507,6,high,apartment,146.8,1,2,1,1,1,2.02,24.7,478.9
8508,6,high,apartment,120.1,1,2,0,1,3,0.69,29.1,562.5
8509,4,low,apartment,85.1,1,1,0,1,3,2.04,27.1,403.2
8510,5,middle,apartment,63.1,0,3,1,1,1,1.26,12.6,367.6
8511,6,middle,house,54.5,1,1,1,1,1,1.58,32.0,455.4
8512,3,low,apartment,83.0,0,3,1,0,1,1.35,36.6,303.4
8513,2,middle,house,93.0,1,2,1,0,3,1.3,25.3,325.8
8514,6,middle,house,90.7,1,3,0,1,0,1.38,34.8,492.3
8515,4,middle,house,86.7,0,1,1,1,1,0.66,22.0,315.4
8516,4,middle,house,56.4,0,3,0,1,3,0.71,25.5,373.4
8517,3,middle,apartment,121.7,0,1,1,1,1,1.55,13.7,291.2
8518,5,low,house,119.7,1,2,0,1,1,0.56,25.6,403.6
8519,3,high,house,105.6,1,1,1,1,2,1.64,21.6,380.7
8520,2,low,house,143.6,0,1,1,1,2,2.13,29.2,298.7
8521,6,high,apartment,79.1,0,1,1,1,0,2.03,22.3,364.3
8522,5,middle,apartment,146.7,0,1,0,1,0,1.56,26.0,345.0
8523,2,middle,house,117.0,0,1,1,1,1,1.53,23.5,274.5
8524,5,low,apartment,30.0,0,3,1,1,1,2.34,16.1,374.4
8525,1,low,house,83.2,0,1,0,0,1,1.52,11.8,177.1
8526,6,high,house,85.3,0,2,0,1,1,1.79,25.7,403.3
8527,4,low,apartment,135.5,1,3,1,1,3,0.54,22.1,462.5
8528,5,high,apartment,98.9,1,3,0,1,2,0.53,13.5,464.9
8529,3,low,house,146.0,0,3,0,1,0,0.59,15.9,332.5
8530,2,high,house,114.2,0,1,0,1,2,1.01,20.1,226.0
8531,4,middle,apartment,96.1,0,3,0,1,3,2.23,32.2,378.6
8532,3,middle,house,130.2,0,1,0,1,1,1.09,22.7,283.5
8533,4,middle,apartment,59.1,1,3,0,1,0,0.85,17.6,397.3
8534,4,middle,apartment,57.4,0,2,0,0,3,2.49,26.7,307.0
8535,3,low,house,92.9,0,2,1,1,3,1.65,34.2,343.3
8536,5,low,house,80.2,1,1,1,1,1,0.82,22.9,402.6
8537,2,high,apartment,108.3,0,3,0,1,2,1.25,20.4,257.9
8538,1,middle,house,76.3,1,3,1,1,3,1.56,11.4,313.5
8539,5,middle,house,61.7,0,1,1,1,0,0.61,7.4,297.5
8540,6,low,house,134.3,0,3,1,1,3,1.48,25.3,500.9
8541,4,middle,house,37.3,0,2,0,1,0,1.16,9.8,268.0
8542,3,middle,apartment,55.1,0,1,1,0,3,2.18,13.6,249.6
8543,3,low,apartment,54.3,1,2,0,1,0,2.28,25.5,326.4
8544,6,low,house,91.4,0,2,1,1,1,2.44,43.0,449.4
8545,3,middle,house,135.5,0,3,0,1,0,1.12,38.4,362.8
8546,5,middle,house,66.3,0,2,1,1,2,1.4,29.4,379.9
8547,3,low,house,69.3,1,2,1,1,1,1.88,24.3,398.7
8548,6,middle,apartment,110.2,0,1,0,1,0,1.2,23.8,370.9
8549,5,middle,house,113.2,0,2,0,1,2,2.0,17.2,387.5
8550,4,low,house,102.1,0,1,1,1,2,1.54,34.1,356.3
8551,4,middle,house,118.6,0,2,1,1,0,1.43,24.2,329.4
8552,3,middle,apartment,45.3,0,3,1,1,2,0.8,15.2,314.6
8553,2,middle,house,115.5,0,1,1,1,2,1.24,22.4,256.9
8554,4,low,house,91.9,0,3,1,1,1,1.75,23.6,369.9
8555,5,middle,house,78.1,1,2,1,1,3,1.71,17.9,453.1
8556,4,low,apartment,98.9,0,3,1,0,2,1.24,19.7,371.1
8557,5,low,apartment,53.3,0,1,0,0,3,0.85,15.9,343.3
8558,1,high,apartment,84.2,0,2,1,1,2,1.16,20.3,284.4
8559,5,middle,house,99.5,1,3,1,1,0,1.99,22.8,459.4
8560,3,high,apartment,84.1,0,2,0,1,3,2.1,18.9,272.5
8561,6,low,house,91.1,1,1,0,1,2,1.01,22.8,445.0
8562,6,middle,house,30.0,0,1,0,1,1,0.58,27.8,394.6
8563,5,middle,apartment,111.3,1,1,1,1,3,1.22,25.1,459.2
8564,5,low,house,97.7,0,2,0,1,0,1.72,19.2,380.1
8565,4,middle,house,92.9,0,3,1,1,0,0.53,23.1,358.4
8566,1,middle,house,70.1,1,2,0,1,0,0.76,27.0,297.1
8567,3,low,apartment,67.1,0,3,0,1,3,0.69,26.1,330.2
8568,1,middle,house,116.5,0,3,1,1,3,1.48,27.6,298.3
8569,4,middle,apartment,143.5,0,2,0,1,2,2.49,16.4,332.4
8570,3,middle,apartment,72.4,0,3,1,1,3,2.23,13.1,327.0
8571,1,middle,apartment,125.1,0,2,1,1,1,1.32,26.2,263.3
8572,5,middle,house,112.4,0,1,0,1,0,0.7,27.9,346.0
8573,1,high,apartment,119.4,0,1,0,1,2,1.16,32.6,269.9
8574,1,middle,house,115.8,1,3,0,0,0,1.57,11.7,251.7
8575,2,low,house,103.0,0,2,1,1,2,1.67,33.0,300.2
8576,5,middle,house,118.4,0,2,1,1,1,0.56,25.8,396.3
8577,3,high,apartment,67.1,1,3,0,1,1,0.76,32.0,386.8
8578,5,high,house,89.2,1,1,0,0,3,0.56,32.5,420.7
8579,2,high,apartment,65.8,0,2,1,1,3,1.2,22.8,312.1
8580,6,middle,house,80.3,1,3,1,0,2,1.21,23.8,479.4
8581,4,middle,apartment,60.1,0,1,1,1,3,1.9,22.6,352.4
8582,3,high,apartment,134.4,0,2,1,1,1,0.51,10.6,278.6
8583,4,middle,apartment,101.1,0,2,1,1,1,0.53,23.9,361.8
8584,6,low,house,98.1,0,3,1,0,2,1.51,35.9,457.8
8585,1,low,house,103.5,0,2,0,1,2,1.54,24.9,248.8
8586,3,middle,house,132.4,1,1,0,1,3,2.14,30.6,384.7
8587,6,middle,apartment,67.8,0,1,1,1,0,0.59,23.4,370.3
8588,6,low,apartment,73.3,1,3,1,1,0,1.76,18.2,463.2
8589,6,high,apartment,121.5,0,2,0,1,3,1.32,19.1,399.2
8590,6,middle,apartment,150.6,0,1,1,1,3,1.4,22.0,435.6
8591,3,high,apartment,90.6,1,3,0,1,2,1.47,27.1,360.9
8592,6,middle,apartment,44.5,0,2,0,1,0,1.06,20.3,381.6
8593,5,middle,apartment,122.0,0,1,1,1,2,1.12,15.9,384.1
8594,6,middle,apartment,89.5,0,2,1,1,3,2.44,32.5,421.2
8595,6,high,house,65.0,1,3,1,1,1,2.38,22.7,458.7
8596,4,high,house,141.7,0,2,0,1,3,2.13,17.7,363.5
8597,3,middle,apartment,74.5,1,1,1,1,1,0.54,36.1,351.6
8598,2,middle,house,58.0,0,2,0,0,3,1.42,27.2,292.0
8599,4,high,house,93.3,1,2,0,1,1,1.56,30.2,433.8
8600,6,middle,apartment,79.4,1,3,1,0,1,0.93,22.7,447.7
8601,1,high,house,35.3,1,3,1,1,0,2.01,15.9,250.4
8602,5,middle,house,102.9,1,2,1,1,3,2.07,33.2,435.8
8603,3,low,house,92.2,1,2,1,1,0,2.09,23.8,328.3
8604,4,middle,house,112.0,0,3,1,1,2,1.9,29.5,356.1
8605,5,middle,house,77.7,0,1,0,1,2,1.04,20.1,365.0
8606,4,middle,apartment,131.7,1,3,1,1,3,0.92,15.4,443.4
8607,5,middle,apartment,47.6,0,2,1,0,0,2.05,26.1,311.2
8608,5,middle,house,80.0,0,3,0,1,0,1.71,18.3,395.8
8609,3,low,house,87.0,1,2,0,1,3,2.32,26.4,372.4
8610,4,middle,house,128.9,0,3,1,1,1,2.21,28.6,346.8
8611,2,middle,house,107.3,1,1,1,0,0,1.18,30.4,284.5
8612,6,middle,house,82.9,0,1,1,1,0,2.4,13.3,359.0
8613,4,low,apartment,64.6,0,3,1,1,0,0.79,25.5,368.4
8614,3,high,house,111.8,0,3,1,1,1,1.14,31.2,348.2
8615,3,high,house,79.9,1,3,1,1,1,0.8,18.0,404.5
8616,6,low,house,102.0,0,1,1,1,3,0.53,33.1,480.7
8617,1,middle,apartment,74.7,0,3,1,1,0,1.14,17.1,238.1
8618,6,high,apartment,136.4,1,2,1,1,3,2.29,18.8,494.9
8619,4,low,house,89.5,0,3,1,1,2,2.37,18.1,325.7
8620,6,middle,apartment,52.4,1,3,1,1,1,0.62,23.7,466.6
8621,1,middle,apartment,57.6,0,3,1,1,0,1.77,15.0,238.2
8622,6,high,house,106.6,0,2,1,1,0,1.67,12.9,384.3
8623,1,high,house,50.3,0,2,1,1,3,1.19,13.9,270.5
8624,5,high,apartment,120.9,0,2,1,1,0,2.38,13.0,347.3
8625,4,low,apartment,126.2,1,3,1,0,1,1.65,16.6,376.7
8626,5,high,apartment,38.7,1,1,1,1,1,1.16,25.3,380.2
8627,2,low,house,113.4,0,1,1,1,1,1.79,32.0,302.6
8628,4,low,house,47.8,0,3,1,1,2,2.21,19.3,381.9
8629,2,middle,house,62.5,1,1,1,1,2,1.27,35.3,337.8
8630,1,high,apartment,83.9,0,2,1,0,3,1.08,17.0,274.2
8631,2,low,apartment,98.3,0,1,1,1,3,1.73,39.2,333.9
8632,3,low,apartment,59.3,0,3,1,0,0,1.6,25.1,285.2
8633,3,low,apartment,137.8,1,2,1,1,0,0.98,19.3,374.2
8634,5,high,apartment,62.7,1,3,0,1,3,2.4,17.8,429.5
8635,6,middle,house,135.2,0,3,0,1,3,0.52,16.1,416.1
8636,3,high,apartment,58.2,1,1,1,0,1,2.32,30.5,340.1
8637,2,middle,apartment,66.3,0,2,1,1,1,0.69,12.9,267.7
8638,3,low,house,85.0,1,1,1,1,1,1.12,32.7,336.8
8639,3,middle,apartment,93.8,0,1,1,1,1,2.3,35.6,319.8
8640,4,middle,house,41.2,1,3,1,1,1,1.86,23.7,389.4
8641,6,low,apartment,36.6,0,1,1,0,2,1.89,16.3,378.9
8642,1,low,house,142.2,0,3,1,1,2,2.03,23.3,300.2
8643,1,high,apartment,148.8,1,3,0,1,1,1.16,18.7,306.8
8644,5,middle,house,128.1,1,1,0,1,1,1.9,33.1,415.2
8645,6,high,apartment,128.6,0,1,0,1,1,1.52,21.1,402.6
8646,3,middle,house,123.7,0,1,1,1,1,0.55,18.0,322.4
8647,6,middle,house,124.5,1,3,1,1,0,0.65,24.4,469.7
8648,4,low,house,131.5,0,1,0,1,1,1.67,27.9,352.0
8649,3,low,house,115.3,0,2,1,1,1,1.97,26.2,316.8
8650,2,middle,apartment,100.7,0,1,0,1,3,1.82,20.3,250.9
8651,5,middle,house,76.4,0,1,0,1,2,1.63,17.4,325.0
8652,1,high,apartment,95.7,1,1,1,1,1,1.97,31.1,322.8
8653,4,middle,apartment,89.7,1,3,1,1,1,1.0,26.7,423.1
8654,1,middle,house,62.2,0,3,0,1,2,2.1,14.1,224.7
8655,2,high,house,77.6,1,3,0,1,2,2.08,25.7,321.2
8656,5,low,apartment,74.9,1,1,1,1,3,2.27,27.2,455.9
8657,3,high,apartment,79.8,0,2,0,1,0,0.69,13.2,289.5
8658,3,middle,house,84.4,1,1,1,1,3,0.6,17.5,368.9
8659,1,low,house,30.0,1,2,1,1,0,1.64,29.1,300.6
8660,6,middle,house,107.4,0,1,1,1,0,1.22,21.7,383.7
8661,4,middle,house,81.3,1,1,1,1,0,2.28,22.6,358.9
8662,5,low,house,135.4,0,2,0,1,1,0.66,24.3,414.8
8663,4,high,apartment,96.1,0,3,0,1,2,0.71,20.0,371.6
8664,1,middle,apartment,76.0,1,2,1,1,1,2.07,36.7,346.1
8665,5,middle,house,81.3,0,3,1,1,1,1.68,21.4,415.3
8666,4,middle,house,80.4,0,2,0,0,0,0.52,29.9,334.7
8667,5,low,apartment,103.4,0,2,1,1,2,1.94,30.4,402.4
8668,1,high,house,98.3,1,3,1,1,0,0.61,14.7,286.0
8669,3,high,house,149.3,0,1,1,1,1,2.0,29.2,272.3
8670,5,middle,house,89.6,0,1,0,1,0,2.12,29.9,363.9
8671,1,high,house,79.3,0,3,1,1,3,2.12,11.3,278.0
8672,2,middle,house,70.8,0,2,1,0,2,1.51,13.3,224.0
8673,3,middle,apartment,150.2,0,2,1,1,3,2.49,19.1,355.6
8674,3,middle,house,128.1,0,1,1,0,3,0.81,18.9,325.4
8675,1,middle,house,106.8,0,1,1,1,2,1.09,31.3,279.0
8676,1,low,house,121.9,0,1,0,1,2,0.51,32.3,270.2
8677,5,middle,apartment,186.9,0,3,0,1,3,1.81,24.1,393.5
8678,2,low,house,108.3,0,3,1,1,2,2.32,15.2,266.7
8679,5,high,apartment,108.6,0,2,1,1,3,2.22,19.1,402.7
8680,2,high,apartment,185.3,1,2,1,0,1,1.15,26.4,331.5
8681,1,low,apartment,62.6,0,1,0,1,1,1.71,16.5,185.9
8682,4,middle,apartment,98.3,1,3,0,1,0,2.02,23.6,379.5
8683,6,high,apartment,146.9,0,2,1,1,2,1.91,28.4,461.3
8684,6,high,house,109.9,0,3,1,1,3,2.4,20.5,451.1
8685,3,low,house,101.9,0,2,1,1,3,2.33,20.7,341.1
8686,6,low,apartment,117.7,0,1,0,1,1,2.4,28.5,399.6
8687,6,low,apartment,143.0,0,3,0,0,1,1.7,22.4,371.2
8688,6,high,apartment,136.0,1,3,1,1,2,0.96,25.3,509.7
8689,1,middle,apartment,83.7,1,3,0,1,3,2.46,33.8,343.0
8690,2,low,apartment,129.1,1,2,1,1,0,1.01,24.0,330.1
8691,2,high,house,116.1,0,1,0,0,3,2.2,29.5,255.1
8692,6,middle,house,108.4,0,1,0,1,3,2.4,22.8,405.9
8693,5,high,apartment,143.8,0,2,0,0,2,1.81,16.8,356.1
8694,4,low,house,177.7,0,2,0,0,2,1.91,23.2,370.1
8695,4,middle,house,144.4,0,1,1,1,0,1.72,21.2,297.6
8696,5,middle,apartment,47.5,0,3,1,1,3,1.31,15.8,393.5
8697,1,low,apartment,92.1,0,1,1,0,0,0.91,29.4,182.0
8698,4,middle,house,102.1,1,3,0,1,2,1.64,25.0,447.9
8699,6,middle,apartment,133.8,0,2,0,1,3,1.6,36.2,406.3
8700,4,middle,house,112.4,0,3,0,1,0,1.15,14.7,323.6
8701,5,middle,apartment,72.9,1,2,1,1,0,1.06,41.3,447.5
8702,6,middle,apartment,156.6,1,1,0,1,0,2.44,11.2,429.8
8703,3,middle,apartment,57.0,0,2,1,1,2,1.82,26.7,333.1
8704,2,middle,apartment,136.6,1,3,1,1,1,1.6,26.2,367.7
8705,1,middle,house,121.2,1,3,1,1,3,1.5,24.1,384.6
8706,6,low,apartment,30.0,0,2,1,1,0,2.41,29.2,394.4
8707,6,middle,apartment,103.6,0,3,1,1,1,1.69,19.2,433.2
8708,5,high,apartment,98.2,1,3,1,1,1,2.01,24.7,429.9
8709,4,middle,house,117.9,0,1,1,1,3,1.36,19.3,358.8
8710,5,middle,apartment,127.3,1,3,0,1,1,2.45,15.1,428.1
8711,6,high,house,103.9,0,3,1,1,2,2.2,25.9,442.2
8712,3,middle,apartment,81.0,0,3,0,0,3,1.52,27.8,360.7
8713,1,middle,apartment,147.1,1,3,1,1,2,2.16,21.8,306.4
8714,5,low,house,189.0,0,3,0,1,1,2.36,32.7,384.6
8715,3,high,apartment,33.7,0,1,1,1,0,0.9,16.6,253.3
8716,5,low,apartment,144.8,1,1,0,1,0,1.55,16.6,379.7
8717,5,middle,house,83.5,0,3,1,1,1,2.34,25.6,394.1
8718,3,middle,apartment,174.5,1,1,1,1,1,0.98,31.5,380.5
8719,2,low,house,118.9,0,3,1,1,0,1.48,22.2,290.5
8720,4,middle,apartment,113.1,1,3,1,1,2,2.23,23.8,432.9
8721,4,high,apartment,110.6,0,2,1,1,1,1.23,6.2,302.3
8722,6,low,house,44.2,0,1,1,1,1,0.64,35.0,405.8
8723,2,middle,house,102.2,0,3,1,1,2,0.66,22.4,321.9
8724,3,low,house,31.4,0,2,0,0,2,0.83,32.3,284.4
8725,5,middle,apartment,94.2,0,1,1,1,1,1.33,30.1,362.4
8726,5,middle,apartment,81.6,0,2,1,1,2,1.86,22.4,423.4
8727,2,middle,apartment,130.2,1,3,1,1,2,1.26,8.0,360.3
8728,1,middle,house,75.8,0,1,1,1,0,0.92,16.4,224.0
8729,2,low,house,91.7,1,2,0,1,0,2.21,14.4,242.2
8730,2,middle,house,151.5,0,1,1,1,3,1.51,14.6,264.8
8731,1,middle,house,65.8,1,1,1,1,3,0.66,16.0,301.1
8732,4,low,apartment,72.7,0,2,1,1,1,1.99,22.4,383.6
8733,2,low,apartment,57.8,1,1,1,1,3,1.48,24.5,310.1
8734,4,middle,house,123.8,0,3,0,1,0,1.4,13.1,342.0
8735,5,low,house,97.7,1,1,1,1,3,1.4,32.6,432.9
8736,3,middle,house,128.5,0,1,1,1,1,1.31,13.3,290.0
8737,2,low,apartment,107.1,1,2,0,0,0,1.27,23.7,295.2
8738,6,high,apartment,97.0,0,3,0,1,1,1.54,37.1,454.7
8739,5,middle,apartment,62.5,0,1,0,0,3,2.27,13.0,320.3
8740,2,middle,apartment,101.6,1,3,1,0,0,1.08,30.9,338.6
8741,2,high,apartment,110.9,0,3,1,1,3,2.28,16.8,310.4
8742,6,middle,house,100.3,0,1,1,1,0,2.33,22.5,377.7
8743,5,low,house,97.5,0,1,0,1,3,1.6,22.8,357.1
8744,5,low,house,55.0,0,2,1,1,1,1.42,28.5,383.4
8745,1,high,house,102.1,0,2,1,0,2,1.04,27.4,251.4
8746,5,high,apartment,47.7,0,1,0,1,1,2.08,20.2,338.1
8747,5,middle,house,179.3,0,1,1,1,3,1.0,17.7,348.5
8748,6,low,apartment,66.3,0,1,1,1,3,1.67,26.0,416.8
8749,6,low,house,83.8,1,3,1,1,2,2.44,14.8,469.2
8750,5,middle,house,125.8,0,2,1,1,2,1.19,19.3,409.6
8751,1,high,apartment,39.2,0,2,1,1,2,2.3,20.0,221.3
8752,4,high,house,102.1,0,2,1,1,3,1.42,21.9,369.4
8753,2,middle,house,95.5,0,2,1,1,3,1.96,13.6,266.0
8754,5,low,house,148.3,0,2,0,1,0,1.24,29.4,392.1
8755,5,middle,house,113.8,1,1,0,1,0,2.42,22.2,404.2
8756,2,middle,apartment,118.6,0,2,1,1,1,2.32,13.5,280.1
8757,1,middle,house,51.6,1,2,0,1,2,1.31,29.1,315.2
8758,6,high,house,167.2,1,2,0,1,3,1.89,12.7,437.8
8759,2,middle,house,88.5,0,2,1,1,1,0.92,33.1,334.8
8760,5,middle,house,149.8,1,2,0,1,2,0.71,34.4,442.4
8761,4,middle,apartment,127.3,0,1,0,1,2,1.98,15.5,341.0
8762,2,middle,house,97.9,1,3,1,1,3,1.09,30.3,412.6
8763,2,middle,house,81.7,1,2,1,1,3,2.08,30.6,355.2
8764,3,high,apartment,127.0,0,2,1,1,1,1.45,9.7,315.2
8765,4,middle,apartment,105.5,1,2,0,1,2,1.54,6.8,347.1
8766,5,low,apartment,117.7,0,1,1,1,0,2.2,19.6,339.3
8767,4,middle,apartment,77.9,0,2,1,1,3,1.35,26.0,370.6
8768,2,low,house,104.5,1,3,1,1,1,2.33,26.2,366.4
8769,6,middle,apartment,96.3,0,1,1,1,2,1.07,22.8,415.3
8770,4,middle,apartment,76.6,0,2,1,1,0,1.53,41.1,341.4
8771,5,low,apartment,54.0,1,1,0,1,1,1.74,29.2,379.9
8772,3,middle,apartment,123.5,0,1,0,1,2,1.69,21.1,277.9
8773,4,middle,apartment,110.2,1,1,0,1,2,0.56,28.5,396.5
8774,1,middle,apartment,30.4,0,3,1,0,3,2.34,36.0,273.4
8775,3,middle,apartment,39.7,1,3,1,0,2,2.0,19.8,372.7
8776,1,middle,house,75.6,1,2,0,1,3,1.82,37.6,326.4
8777,4,middle,house,77.2,0,3,1,0,3,1.12,29.5,414.9
