household_id,household_size,income_level,property_type,dwelling_area_sqm,num_occupants_work_from_home,has_air_conditioner,has_electric_heating,has_ev,num_major_appliances,temperature_c,electricity_price_per_kwh,daily_consumption_kwh
6554,2,high,house,112.6,1,1,1,0,8,11.7,0.241,10.58
6555,2,middle,house,35.0,0,1,0,0,13,21.9,0.291,8.67
6556,1,low,house,71.9,0,0,0,0,9,36.5,0.197,8.01
6557,6,middle,apartment,129.8,0,0,0,0,5,9.4,0.241,12.24
6558,4,high,apartment,114.0,1,1,1,0,5,5.5,0.21,14.8
6559,5,high,apartment,68.5,1,1,0,0,13,15.9,0.184,12.42
6560,3,high,house,85.1,2,1,0,0,8,26.3,0.286,11.85
6561,6,middle,apartment,145.6,2,1,0,0,8,27.7,0.271,15.16
6562,3,high,house,85.1,0,1,1,0,9,16.7,0.302,9.33
6563,2,middle,apartment,43.3,2,1,0,0,7,27.2,0.169,9.45
6564,2,middle,house,63.5,0,0,0,0,5,2.2,0.309,6.94
6565,5,low,apartment,35.0,1,1,0,0,9,25.4,0.159,11.42
6566,6,low,house,45.9,2,1,0,0,12,13.6,0.144,13.13
6567,5,low,apartment,91.8,2,1,0,0,11,27.7,0.152,15.21
6568,4,middle,house,142.2,1,0,0,1,6,10.2,0.278,13.53
6569,1,high,apartment,88.2,0,1,0,0,6,31.3,0.319,7.35
6570,2,middle,house,98.3,2,0,0,0,9,-5.2,0.151,9.9
6571,5,middle,house,117.7,1,0,0,0,14,20.1,0.159,13.16
6572,1,high,house,75.3,0,0,0,0,10,30.5,0.12,8.41
6573,5,middle,house,106.0,2,0,0,0,10,20.1,0.165,13.57
6574,5,high,apartment,125.8,0,0,1,0,14,22.7,0.31,12.62
6575,1,middle,house,131.5,1,1,0,0,14,26.2,0.277,10.23
6576,6,low,apartment,93.5,1,1,0,0,10,39.5,0.157,15.73
6577,2,low,house,72.1,0,0,0,0,9,19.4,0.233,8.42
6578,1,middle,apartment,109.6,1,1,1,0,5,1.2,0.098,11.08
6579,3,low,house,112.9,0,1,0,0,5,28.4,0.235,10.62
6580,1,middle,house,138.4,0,1,1,0,6,29.2,0.158,7.27
6581,4,middle,apartment,117.2,0,1,1,0,12,37.7,0.341,13.56
6582,3,high,apartment,151.2,2,1,0,0,14,35.5,0.221,14.33
6583,6,low,apartment,127.5,0,1,0,0,10,17.7,0.337,12.15
6584,5,middle,house,170.4,2,0,1,1,6,12.3,0.144,17.1
6585,3,low,house,113.6,0,1,0,0,14,19.5,0.207,10.38
6586,4,low,house,84.1,1,1,0,0,8,7.6,0.147,11.62
6587,6,high,house,72.7,1,1,0,0,13,3.0,0.32,13.17
6588,3,high,house,100.1,2,1,1,0,8,30.0,0.277,13.19
6589,3,low,apartment,93.1,0,1,0,1,11,18.1,0.185,12.06
6590,2,middle,house,35.0,1,1,0,0,6,35.0,0.16,10.97
6591,6,high,house,103.8,1,1,1,1,6,11.5,0.09,14.81
6592,1,middle,house,130.7,0,1,1,0,11,18.5,0.339,8.78
6593,6,high,house,115.7,1,0,0,0,12,7.6,0.105,13.43
6594,4,low,apartment,131.6,2,0,0,0,12,26.8,0.245,13.08
6595,3,middle,house,131.7,0,1,0,0,7,13.8,0.324,9.96
6596,6,middle,house,202.2,1,0,1,0,7,5.3,0.129,16.45
6597,6,low,apartment,124.9,0,1,0,0,9,16.8,0.093,12.77
6598,3,middle,apartment,111.7,0,1,0,0,6,12.4,0.29,8.54
6599,4,middle,house,152.0,2,1,1,0,13,11.7,0.173,14.68
6600,2,low,house,120.2,1,0,0,0,10,23.5,0.228,10.44
6601,2,low,house,96.6,1,1,0,1,14,8.9,0.097,14.9
6602,1,middle,house,111.2,0,0,0,0,5,27.7,0.254,7.23
6603,3,high,apartment,73.8,1,1,0,0,13,20.6,0.09,11.04
6604,5,middle,apartment,61.6,2,1,0,0,14,10.6,0.099,13.17
6605,1,middle,house,141.0,2,0,0,0,7,21.4,0.212,10.08
6606,5,middle,apartment,150.6,2,0,0,0,7,16.8,0.127,13.32
6607,3,middle,apartment,105.8,0,1,1,0,7,6.1,0.31,10.36
6608,1,middle,house,114.2,0,1,0,0,8,18.6,0.348,6.39
6609,1,middle,apartment,176.6,2,1,0,0,6,13.0,0.128,9.21
6610,4,middle,apartment,114.2,1,1,0,0,14,13.0,0.332,12.08
6611,1,low,house,69.5,2,1,0,0,8,22.7,0.314,8.54
6612,4,low,house,111.4,1,0,1,0,11,11.9,0.204,12.27
6613,5,low,house,132.4,0,1,0,0,13,25.2,0.09,12.88
6614,1,high,house,122.0,0,0,0,0,9,28.0,0.122,8.63
6615,5,low,house,129.8,0,1,0,0,5,13.2,0.157,11.55
6616,3,high,house,97.5,0,1,0,0,5,17.6,0.206,8.54
6617,3,high,apartment,114.3,2,1,0,0,11,37.7,0.191,14.63
6618,3,middle,house,124.6,2,1,0,1,7,19.3,0.255,13.8
6619,4,high,house,103.5,1,1,0,0,6,15.4,0.183,10.42
6620,3,low,house,135.6,1,0,1,0,13,13.9,0.122,12.19
6621,5,middle,house,183.0,0,0,1,0,9,7.2,0.172,15.2
6622,3,low,apartment,134.4,0,1,0,0,8,27.5,0.257,12.42
6623,1,high,apartment,40.1,0,0,1,0,10,26.8,0.299,7.09
6624,3,high,apartment,42.2,2,0,1,0,13,37.5,0.177,10.61
6625,4,low,house,160.8,2,1,0,0,11,24.8,0.241,11.89
6626,1,middle,apartment,129.9,1,1,1,1,6,19.0,0.227,10.38
6627,5,low,house,95.0,0,0,0,0,11,20.6,0.176,12.15
6628,6,middle,house,165.2,2,1,0,0,5,8.8,0.248,13.88
6629,3,middle,house,102.3,1,1,0,1,13,25.4,0.271,13.06
6630,3,low,house,98.0,0,1,0,0,13,13.8,0.31,11.46
6631,4,high,apartment,88.1,2,1,0,0,10,10.0,0.312,10.97
6632,5,high,house,114.7,2,1,0,0,14,12.1,0.217,14.14
6633,2,middle,apartment,87.2,0,1,1,0,12,22.3,0.08,9.03
6634,3,middle,apartment,79.7,2,1,0,0,10,18.6,0.214,9.81
6635,3,high,house,168.9,2,1,0,0,8,24.0,0.281,13.01
6636,1,middle,house,108.9,1,0,0,0,9,21.9,0.193,8.66
6637,5,low,apartment,106.3,1,1,1,0,14,6.9,0.345,13.38
6638,1,middle,apartment,235.1,2,1,0,0,6,29.2,0.08,12.33
6639,6,middle,house,81.4,2,1,0,0,14,30.8,0.198,14.55
6640,4,high,house,116.5,0,0,0,0,11,32.2,0.312,11.02
6641,1,middle,house,35.0,1,1,1,0,5,39.1,0.155,8.45
6642,4,middle,apartment,107.7,1,1,0,0,8,7.8,0.141,11.97
6643,2,middle,house,53.0,2,0,1,0,12,41.3,0.087,9.65
6644,5,low,apartment,41.8,1,1,1,0,10,8.8,0.12,13.16
6645,5,high,apartment,136.8,1,0,1,0,8,27.7,0.085,11.68
6646,3,middle,apartment,167.2,2,0,0,0,6,16.8,0.098,12.13
6647,2,low,house,83.0,1,1,0,0,13,18.3,0.171,9.26
6648,4,middle,apartment,112.6,1,1,0,0,14,27.0,0.142,12.71
6649,4,middle,house,66.2,0,0,0,0,6,7.9,0.228,8.37
6650,5,low,house,36.2,0,1,0,0,8,27.3,0.132,11.69
6651,3,middle,house,73.4,0,0,0,0,9,43.9,0.26,9.18
6652,3,low,apartment,92.1,1,1,1,0,6,25.7,0.343,10.38
6653,4,middle,house,172.3,1,1,0,0,5,17.1,0.247,11.75
6654,5,middle,apartment,66.7,2,0,0,0,12,13.9,0.333,13.71
6655,4,high,house,119.4,2,0,0,1,13,12.0,0.145,15.61
6656,3,low,house,53.5,0,1,0,0,12,15.0,0.182,9.68
6657,3,low,house,199.1,1,0,1,0,12,10.2,0.323,13.66
6658,2,middle,house,91.8,2,0,0,0,7,4.0,0.233,9.06
6659,2,low,house,113.5,1,0,0,0,6,15.6,0.299,8.78
6660,6,middle,apartment,153.8,1,0,0,0,8,25.0,0.347,12.97
6661,3,low,apartment,120.5,1,0,0,0,12,19.4,0.104,11.8
6662,1,middle,house,108.7,1,1,1,0,11,5.9,0.137,11.37
6663,3,low,apartment,89.5,1,1,0,1,9,21.5,0.167,10.22
6664,3,middle,house,127.5,0,0,0,0,12,33.9,0.167,11.05
6665,5,high,house,152.1,2,1,0,0,13,11.6,0.287,13.81
6666,5,middle,apartment,71.9,2,1,1,0,5,27.1,0.243,11.68
6667,6,high,apartment,69.7,0,0,0,0,6,4.4,0.327,12.5
6668,1,low,apartment,84.7,0,1,0,0,14,19.3,0.277,9.22
6669,3,middle,house,147.8,2,1,1,0,9,25.2,0.247,10.84
6670,3,low,apartment,35.0,2,1,0,0,6,13.4,0.261,10.15
6671,3,low,house,49.4,2,0,0,0,11,20.4,0.245,9.92
6672,1,middle,house,90.9,2,0,1,1,8,39.1,0.276,11.6
6673,3,high,house,74.5,1,1,0,0,12,7.4,0.342,9.37
6674,2,middle,house,159.2,1,1,0,1,9,34.9,0.301,14.71
6675,3,high,house,136.6,2,1,0,0,7,8.6,0.104,11.93
6676,1,middle,house,57.2,2,0,0,0,14,27.2,0.238,9.61
6677,1,high,house,117.1,2,1,0,1,13,31.0,0.319,13.56
6678,1,middle,house,50.3,2,1,0,0,8,17.0,0.172,7.82
6679,4,middle,house,76.9,2,0,0,0,13,12.4,0.309,11.38
6680,2,middle,apartment,88.6,2,1,0,0,11,24.6,0.306,11.2
6681,5,middle,apartment,141.4,1,0,0,1,11,37.8,0.118,15.98
6682,4,middle,house,88.4,0,1,0,0,5,8.3,0.125,9.0
6683,4,low,apartment,73.9,2,0,0,0,5,15.8,0.336,10.98
6684,3,middle,house,107.0,2,1,1,0,10,38.0,0.24,13.24
6685,1,middle,house,57.5,0,1,0,0,9,20.2,0.103,6.71
6686,1,middle,apartment,183.3,2,1,1,0,8,9.1,0.137,11.3
6687,2,middle,house,105.4,2,1,0,0,5,19.7,0.14,9.12
6688,3,middle,apartment,85.8,1,1,0,0,9,15.6,0.122,11.21
6689,5,middle,apartment,123.4,2,0,0,0,14,36.1,0.172,14.55
6690,4,high,house,128.4,2,0,1,0,8,14.8,0.343,13.36
6691,1,middle,house,137.7,1,0,0,0,10,12.1,0.171,8.35
6692,6,low,apartment,35.0,2,1,0,0,5,12.1,0.317,12.79
6693,6,high,house,87.9,0,0,0,0,7,18.6,0.291,11.71
6694,1,high,apartment,86.5,2,1,1,0,5,10.4,0.137,10.41
6695,2,high,house,35.0,1,0,0,1,9,28.1,0.186,9.79
6696,1,middle,house,60.7,1,0,1,0,10,15.7,0.126,9.8
6697,5,low,house,103.0,1,0,0,0,10,-1.6,0.205,12.2
6698,6,high,apartment,51.7,1,1,0,0,11,14.2,0.222,12.94
6699,3,middle,house,68.5,0,0,1,0,6,44.0,0.308,8.76
6700,4,high,apartment,109.8,0,1,1,0,7,27.6,0.121,13.03
6701,1,high,apartment,40.9,0,1,0,0,12,29.3,0.091,9.89
6702,4,middle,apartment,144.5,2,1,0,0,12,21.5,0.08,13.85
6703,5,middle,apartment,104.9,2,1,0,0,12,38.0,0.317,15.47
6704,3,low,house,206.0,1,1,0,0,7,13.5,0.323,12.11
6705,1,high,house,246.8,0,1,0,0,9,8.7,0.305,9.83
6706,3,middle,apartment,148.4,2,0,0,1,6,17.0,0.343,13.43
6707,5,middle,house,35.0,0,0,1,0,11,16.5,0.194,11.89
6708,5,middle,house,76.8,0,1,0,0,12,21.3,0.304,10.65
6709,6,low,house,101.4,1,1,0,0,9,19.2,0.133,13.59
6710,1,middle,apartment,104.4,0,1,1,1,12,31.3,0.199,11.32
6711,2,middle,house,109.2,1,1,1,1,9,17.9,0.163,12.8
6712,5,middle,apartment,125.4,1,0,1,0,14,26.1,0.1,15.6
6713,6,middle,apartment,63.0,2,1,0,0,10,24.0,0.149,13.53
6714,1,middle,house,35.0,1,1,1,0,8,18.9,0.101,8.08
6715,3,high,house,93.1,1,1,1,0,13,26.3,0.294,10.98
6716,1,high,house,123.3,0,1,0,0,13,6.4,0.199,8.46
6717,1,middle,house,95.6,0,0,0,0,11,37.2,0.174,8.34
6718,5,middle,house,84.4,2,1,1,0,12,16.3,0.204,13.14
6719,2,low,house,68.3,0,1,0,0,7,20.4,0.254,8.41
6720,2,low,house,103.8,1,0,0,0,7,36.7,0.334,9.13
6721,2,low,house,38.3,2,1,0,1,7,24.7,0.185,12.1
6722,3,low,house,133.5,2,1,0,1,13,9.4,0.348,14.5
6723,4,middle,house,94.5,2,0,1,0,10,27.1,0.24,12.19
6724,3,middle,apartment,54.8,2,1,0,0,11,41.7,0.212,13.01
6725,4,middle,house,128.9,2,0,1,0,14,19.4,0.218,13.21
6726,6,low,apartment,76.3,0,0,0,0,8,23.0,0.348,10.91
6727,1,middle,house,127.2,0,1,0,0,7,24.4,0.219,7.63
6728,3,middle,apartment,152.3,2,0,0,0,14,33.3,0.254,13.5
6729,4,middle,apartment,35.0,0,1,1,0,11,44.4,0.185,13.24
6730,5,low,apartment,78.9,0,0,0,0,13,22.9,0.154,12.75
6731,1,middle,house,74.4,0,0,0,0,6,18.2,0.15,5.83
6732,3,low,house,114.4,0,1,0,0,10,20.0,0.201,10.19
6733,5,low,house,86.1,0,1,0,0,6,23.1,0.346,10.39
6734,1,high,apartment,75.8,2,1,0,0,7,22.4,0.331,7.62
6735,3,low,apartment,110.4,1,0,0,1,6,21.3,0.105,11.96
6736,2,middle,house,148.2,0,1,1,0,12,28.0,0.287,11.47
6737,3,middle,apartment,193.6,1,1,0,0,13,13.0,0.144,12.83
6738,2,middle,house,80.6,2,1,0,1,13,12.0,0.349,12.62
6739,6,middle,apartment,126.9,0,0,0,0,9,12.8,0.135,13.19
6740,3,middle,house,75.9,0,1,0,1,5,24.4,0.178,10.81
6741,6,middle,house,130.6,0,1,0,0,5,14.5,0.157,13.15
6742,1,low,apartment,125.7,0,1,0,0,14,17.8,0.154,10.0
6743,6,middle,apartment,114.5,2,1,0,0,6,24.1,0.315,13.69
6744,1,low,house,141.5,1,1,0,0,6,19.0,0.184,7.53
6745,2,middle,house,113.5,1,0,1,0,6,15.5,0.164,9.98
6746,6,low,house,64.1,1,0,1,0,11,37.7,0.293,13.56
6747,3,middle,house,71.6,0,0,1,0,14,19.7,0.083,9.5
6748,4,middle,house,110.0,0,1,0,0,10,5.9,0.222,12.44
6749,2,middle,apartment,83.8,2,1,0,0,14,27.9,0.17,10.24
6750,1,high,house,81.1,0,1,1,1,13,28.6,0.158,12.97
6751,3,high,apartment,35.0,2,1,0,1,9,12.9,0.232,11.87
6752,6,low,house,114.1,0,0,0,0,13,26.2,0.268,13.2
6753,1,middle,house,122.9,0,1,1,0,5,30.7,0.117,8.07
6754,5,middle,apartment,122.8,1,1,0,0,9,16.6,0.145,13.74
6755,3,middle,house,61.7,2,1,1,0,12,20.4,0.208,11.44
6756,3,low,house,93.7,1,1,1,0,5,12.9,0.143,9.46
6757,4,middle,house,35.0,2,0,0,0,8,25.2,0.226,11.06
6758,1,middle,apartment,68.5,1,1,1,0,13,17.3,0.345,7.65
6759,3,middle,house,108.2,0,1,0,0,10,0.9,0.107,9.8
6760,5,middle,apartment,65.3,1,1,1,0,8,26.6,0.138,12.25
6761,4,middle,apartment,103.9,1,1,1,0,11,12.3,0.185,12.76
6762,2,middle,apartment,71.9,0,1,0,1,6,34.1,0.167,12.83
6763,4,middle,house,107.8,1,1,1,1,12,38.7,0.128,16.96
6764,4,middle,house,103.9,0,0,0,0,6,16.4,0.146,9.81
6765,4,middle,apartment,81.8,0,0,0,0,5,11.1,0.326,9.48
6766,4,middle,apartment,35.0,0,1,0,0,12,31.9,0.201,10.42
6767,2,high,apartment,151.6,0,1,1,0,14,21.1,0.139,9.32
6768,4,high,apartment,42.8,2,1,0,1,13,-2.0,0.212,14.37
6769,4,high,apartment,73.6,0,0,0,0,11,15.9,0.314,10.14
6770,5,middle,apartment,91.9,2,0,0,0,12,17.3,0.106,15.32
6771,5,middle,house,118.1,1,1,1,1,5,27.5,0.214,14.4
6772,4,middle,house,198.3,0,1,0,0,6,17.3,0.341,11.14
6773,4,middle,house,173.1,0,0,1,0,9,24.6,0.093,10.97
6774,4,low,house,187.3,2,1,1,0,9,33.1,0.082,15.97
6775,2,low,house,129.8,2,1,0,0,11,23.4,0.102,11.58
6776,2,middle,house,135.5,0,0,0,0,13,25.9,0.14,9.98
6777,3,high,apartment,120.3,2,0,0,0,14,21.7,0.139,11.67
6778,5,middle,house,101.4,2,0,0,0,8,1.6,0.3,12.24
6779,3,high,house,124.3,0,0,1,0,7,16.7,0.236,10.88
6780,6,low,apartment,35.0,1,1,0,0,14,21.5,0.28,12.72
6781,3,middle,house,176.3,2,1,0,0,11,32.9,0.199,12.43
6782,6,low,house,132.8,2,1,0,0,13,11.7,0.087,14.95
6783,3,middle,apartment,162.4,2,1,0,1,12,25.6,0.303,15.81
6784,4,middle,house,35.0,2,1,1,0,10,18.2,0.285,11.23
6785,4,high,apartment,98.0,1,1,0,0,14,43.8,0.319,13.94
6786,5,middle,house,127.1,1,1,0,0,11,27.9,0.126,13.8
6787,4,middle,house,146.9,1,0,0,0,6,13.9,0.167,11.64
6788,1,middle,house,100.8,1,1,0,0,13,23.8,0.301,9.31
6789,3,middle,apartment,39.7,0,1,1,0,9,-0.9,0.177,11.89
6790,6,middle,house,147.4,2,1,0,0,13,10.1,0.196,16.66
6791,1,middle,apartment,68.7,1,1,1,0,9,24.5,0.156,8.76
6792,6,middle,house,97.4,0,0,0,0,10,17.9,0.142,13.04
6793,5,high,apartment,133.6,0,1,1,0,12,35.5,0.25,15.05
6794,2,low,apartment,134.0,2,1,0,0,5,28.4,0.099,8.58
6795,2,middle,house,55.0,1,1,1,0,5,25.3,0.177,8.79
6796,6,low,apartment,35.0,0,1,0,0,11,23.4,0.107,12.16
6797,4,low,house,139.2,0,0,0,0,11,33.7,0.118,11.16
6798,6,high,house,61.1,0,1,0,0,14,28.8,0.105,12.4
6799,5,high,house,39.3,0,0,1,0,9,24.7,0.143,10.46
6800,1,middle,house,122.4,0,0,1,0,14,29.5,0.232,10.18
6801,4,low,house,148.6,1,1,0,0,8,36.7,0.216,14.7
6802,2,low,apartment,93.9,2,1,0,0,7,28.8,0.287,10.23
6803,6,middle,apartment,125.2,1,1,1,0,10,20.8,0.267,13.16
6804,4,high,house,67.4,0,0,0,0,5,28.5,0.166,9.92
6805,1,low,house,116.6,1,1,0,0,6,31.7,0.084,9.58
6806,1,middle,apartment,35.0,1,0,0,0,5,2.0,0.083,6.49
6807,2,high,house,87.4,0,1,0,0,9,1.0,0.118,8.44
6808,5,middle,apartment,80.3,2,0,0,1,7,31.5,0.141,14.26
6809,2,middle,house,114.9,1,1,1,0,5,36.5,0.098,10.45
6810,2,middle,house,131.2,2,0,0,1,8,10.4,0.289,11.65
6811,6,middle,apartment,127.4,0,0,0,1,12,11.2,0.156,15.61
6812,3,low,house,77.0,2,1,0,1,6,15.5,0.29,12.31
6813,1,low,house,81.1,2,0,0,0,13,20.4,0.17,10.17
6814,2,high,house,150.6,2,0,0,0,5,19.1,0.334,8.88
6815,4,middle,house,48.7,1,1,1,0,13,19.7,0.276,11.34
6816,4,middle,house,85.3,1,0,0,0,8,30.8,0.147,9.58
6817,3,low,apartment,85.7,2,1,1,1,12,3.2,0.166,16.14
6818,6,high,house,125.2,2,1,1,1,8,9.1,0.321,18.38
6819,1,low,apartment,124.7,1,1,0,0,13,33.4,0.221,12.07
6820,5,middle,house,122.8,0,0,0,1,6,20.9,0.194,12.91
6821,2,middle,house,182.5,1,1,0,0,7,24.3,0.251,10.8
6822,2,middle,apartment,125.7,1,1,0,0,9,20.6,0.324,9.07
6823,6,middle,house,163.1,1,1,1,0,5,12.5,0.349,13.61
6824,6,middle,apartment,35.0,2,1,0,0,6,21.7,0.135,11.39
6825,3,middle,apartment,80.7,2,0,1,0,10,20.2,0.307,11.14
6826,6,low,house,63.2,2,1,0,0,7,23.7,0.137,13.42
6827,5,low,house,152.2,2,1,0,0,11,2.5,0.116,14.81
6828,1,low,house,81.7,1,0,0,0,14,32.1,0.171,9.0
6829,2,middle,house,141.7,2,0,0,0,14,22.1,0.167,12.29
6830,4,high,apartment,45.8,1,1,1,0,10,25.9,0.25,11.5
6831,3,low,apartment,77.9,2,1,0,0,14,33.4,0.094,15.26
6832,6,low,apartment,93.6,1,0,0,0,6,32.0,0.217,12.0
6833,4,low,house,137.5,0,1,0,0,5,35.5,0.119,12.06
6834,1,high,apartment,82.1,1,1,1,0,7,39.2,0.183,9.59
6835,2,middle,house,79.9,2,1,1,0,6,15.0,0.212,11.44
6836,2,high,apartment,52.6,2,0,1,1,6,21.8,0.23,12.55
6837,4,low,house,159.3,1,1,0,1,6,23.1,0.124,14.56
6838,5,middle,house,119.7,1,1,0,0,8,20.2,0.095,12.99
6839,2,middle,house,82.0,0,1,1,0,10,14.9,0.222,9.27
6840,2,high,house,75.6,0,1,0,1,9,32.7,0.158,11.68
6841,2,low,house,79.8,2,0,1,0,7,-8.8,0.166,15.41
6842,1,middle,house,47.7,2,1,0,0,6,14.8,0.125,7.4
6843,4,low,house,100.4,2,0,0,0,8,26.6,0.222,12.33
6844,2,high,house,111.9,1,0,0,0,13,18.2,0.244,10.86
6845,4,middle,apartment,176.9,1,1,0,0,12,20.7,0.225,13.46
6846,3,low,apartment,161.7,2,1,0,0,14,17.5,0.102,12.05
6847,3,low,apartment,60.3,2,1,0,0,8,14.1,0.181,11.14
6848,3,middle,apartment,63.3,2,1,1,0,12,12.0,0.189,13.38
6849,2,middle,house,89.9,1,0,1,0,10,14.1,0.29,9.03
6850,1,low,house,80.2,2,0,0,0,5,20.1,0.304,7.16
6851,6,low,house,162.9,0,1,0,0,12,22.6,0.168,14.05
6852,6,low,apartment,71.0,0,1,1,0,12,15.6,0.139,13.79
6853,2,middle,house,97.9,2,0,0,0,6,12.8,0.082,10.26
6854,6,low,apartment,112.3,2,0,0,0,13,7.2,0.199,15.04
6855,4,high,apartment,129.7,1,1,0,0,8,23.4,0.228,11.98
6856,1,middle,house,176.8,1,1,1,0,13,12.4,0.312,11.57
6857,1,low,house,77.6,2,1,0,1,6,21.0,0.128,10.7
6858,6,middle,house,116.1,2,1,1,0,10,10.8,0.308,15.46
6859,6,low,apartment,122.5,1,1,0,0,11,28.8,0.191,13.91
6860,3,middle,house,160.4,1,1,0,0,11,25.5,0.25,11.81
6861,5,low,apartment,100.2,2,1,1,0,9,6.1,0.215,15.59
6862,6,high,house,53.0,0,1,0,0,12,21.3,0.315,12.0
6863,4,low,house,98.4,1,1,1,1,10,22.0,0.28,12.79
6864,5,middle,house,145.2,1,0,0,0,13,20.6,0.215,12.73
6865,4,low,apartment,124.5,0,1,0,0,8,24.8,0.296,10.62
6866,2,low,house,99.3,2,0,0,0,5,10.4,0.248,9.56
6867,4,high,house,183.3,1,1,0,0,13,22.7,0.1,13.91
6868,5,middle,apartment,93.5,0,1,0,0,9,29.1,0.339,12.44
6869,5,low,house,174.1,0,0,0,1,12,17.9,0.151,16.35
6870,1,middle,house,150.8,0,1,0,0,13,26.5,0.108,9.43
6871,3,middle,house,138.3,0,1,0,0,9,-2.2,0.082,10.65
6872,3,low,apartment,124.0,0,1,0,0,12,16.2,0.149,11.43
6873,6,high,apartment,129.9,2,0,1,0,12,8.2,0.181,16.03
6874,4,low,house,42.7,1,0,0,0,11,20.8,0.228,10.74
6875,6,low,house,45.1,2,0,1,0,11,13.6,0.287,14.24
6876,1,middle,house,141.6,2,1,0,0,9,35.2,0.307,11.05
6877,2,middle,apartment,137.5,2,0,0,0,8,16.8,0.261,11.28
6878,3,high,house,97.4,2,0,1,1,11,10.6,0.296,13.77
6879,6,high,house,78.0,2,1,0,0,6,20.9,0.335,12.98
6880,1,middle,apartment,63.1,2,1,0,0,14,2.7,0.282,9.75
6881,5,low,house,144.6,0,1,0,0,12,32.0,0.307,14.59
6882,2,low,house,126.6,0,1,0,0,6,29.8,0.141,10.02
6883,3,low,house,202.1,2,0,0,0,9,28.1,0.211,12.22
6884,6,middle,house,69.5,0,0,0,0,10,4.2,0.219,11.53
6885,5,high,house,100.5,0,0,0,1,13,1.4,0.263,15.63
6886,2,middle,apartment,90.3,0,0,0,0,13,19.1,0.266,10.31
6887,4,low,apartment,180.6,1,1,0,0,12,15.2,0.326,13.13
6888,6,low,house,148.2,0,1,0,1,5,-2.0,0.138,15.3
6889,3,low,house,83.0,1,1,0,0,13,19.5,0.149,10.53
6890,4,middle,apartment,153.3,1,1,1,0,5,30.4,0.303,12.54
6891,5,middle,house,65.0,0,1,0,0,11,22.2,0.263,10.56
6892,4,low,house,160.2,2,1,0,0,11,14.8,0.222,11.69
6893,1,middle,apartment,158.2,2,1,1,1,11,26.1,0.27,13.35
6894,4,middle,house,50.6,0,1,0,0,7,7.8,0.085,8.3
6895,3,middle,house,72.6,0,0,0,0,7,12.5,0.238,9.17
6896,1,middle,apartment,73.0,1,0,0,0,10,20.7,0.336,7.83
6897,3,middle,house,109.3,0,0,0,0,7,22.0,0.108,9.88
6898,6,high,house,146.3,1,1,0,0,10,9.2,0.174,14.59
6899,5,high,house,67.8,0,1,0,0,7,18.5,0.17,10.69
6900,6,low,apartment,117.1,1,1,1,0,9,21.0,0.161,14.64
6901,1,middle,house,35.0,2,1,0,0,10,29.9,0.294,9.65
6902,1,high,house,75.5,1,1,0,0,12,12.5,0.271,9.37
6903,6,high,house,37.1,0,1,1,1,12,35.5,0.162,15.86
6904,5,middle,house,35.0,2,1,0,0,14,29.2,0.197,13.75
6905,5,high,house,112.1,2,1,0,0,8,24.7,0.314,12.3
6906,6,low,house,57.2,0,0,0,0,10,10.5,0.153,12.01
6907,4,middle,apartment,150.0,1,1,0,0,10,27.0,0.152,13.74
6908,2,low,apartment,75.6,2,0,0,0,8,18.3,0.191,9.31
6909,4,high,house,72.3,1,1,0,0,13,24.2,0.201,13.85
6910,4,middle,house,106.8,0,1,1,0,14,5.7,0.267,13.4
6911,5,middle,house,104.5,2,1,1,0,12,-0.8,0.261,15.94
6912,4,middle,house,153.1,2,1,1,0,12,28.0,0.19,14.59
6913,6,middle,apartment,82.7,0,0,0,1,9,11.6,0.218,13.14
6914,6,middle,house,67.6,1,1,0,0,5,10.8,0.27,11.1
6915,6,low,apartment,156.8,0,1,0,0,8,22.9,0.277,13.19
6916,5,middle,apartment,152.1,1,0,1,0,9,5.4,0.241,15.31
6917,2,low,house,100.7,2,0,0,0,8,18.2,0.105,10.14
6918,1,low,apartment,92.7,1,1,0,1,6,41.7,0.258,12.54
6919,5,low,apartment,177.2,1,1,0,0,7,25.5,0.346,14.61
6920,6,high,house,111.9,1,0,1,0,9,27.3,0.104,14.24
6921,6,middle,apartment,81.9,1,0,0,0,10,22.4,0.268,13.75
6922,4,middle,apartment,74.9,0,1,0,1,6,21.2,0.273,11.62
6923,4,high,apartment,105.3,2,1,0,0,8,13.4,0.174,11.65
6924,6,low,house,142.3,0,1,0,0,14,5.0,0.245,14.42
6925,1,low,apartment,37.7,0,1,1,0,5,19.2,0.216,6.11
6926,4,low,house,211.1,0,1,0,0,12,7.3,0.263,12.19
6927,1,middle,house,202.2,1,0,1,0,11,21.7,0.081,12.09
6928,3,high,apartment,121.6,2,1,0,0,10,23.7,0.245,11.04
6929,6,high,house,35.0,1,1,0,0,14,27.8,0.143,13.52
6930,5,middle,house,130.7,1,0,0,0,10,21.1,0.23,11.69
6931,5,middle,apartment,117.8,0,1,0,0,14,3.1,0.295,12.37
6932,4,low,house,41.3,2,1,0,0,13,30.5,0.177,12.29
6933,5,middle,house,35.2,2,1,0,0,11,7.8,0.089,12.77
6934,3,middle,house,94.2,2,0,1,0,5,12.0,0.123,12.51
6935,3,low,house,96.5,0,0,1,0,12,12.2,0.178,11.26
6936,3,low,house,94.6,2,1,0,1,11,11.7,0.322,13.05
